149139_14328,0.584,3753.054,11.991
g,-0.495,0.987,17.747,0.001018,0.010445,0.006612,a3,116
r,-0.500,0.701,17.748,0.000844,0.006928,0.004426,a2,118
i,-0.500,0.244,17.894,0.028776,0.025213,0.020922,c,40
z,-0.465,0.311,17.778,0.006874,0.021616,0.018185,a1,42
