191413_14874,0.202,1649.838,10.713
g,0.222,0.186,17.232,0.012832,0.014550,0.008446,c,38
r,0.286,0.191,16.760,0.009265,0.013871,0.008949,c,39
i,0.242,0.166,16.535,0.007936,0.010325,0.005969,c,40
z,0.240,0.159,16.439,0.008606,0.009828,0.005751,c,40
