169284_43033,0.204,692.755,8.150
g,-0.327,0.339,16.097,0.009065,0.017049,0.011385,c,34
r,-0.300,0.298,15.684,0.004686,0.014352,0.009783,c,30
i,-0.327,0.356,15.426,0.008444,0.015631,0.011166,c,24
