147088_77177,0.646,2368.200,6.884
g,-0.299,0.708,17.790,0.009203,0.025890,0.025204,a3,153
r,-0.309,0.526,17.695,0.006671,0.012647,0.011501,b1,134
i,-0.310,0.410,17.585,0.009388,0.020033,0.016891,b1,60
