150147_228629,0.588,81593.060,248.003
g,-0.078,0.556,16.519,0.019616,0.079460,0.047453,c,79
r,-0.066,0.605,16.007,0.008108,0.055872,0.034235,b1,104
i,-0.130,0.478,15.737,0.012997,0.059310,0.041533,b3,76
z,-0.124,0.392,15.610,0.012447,0.051709,0.035865,b3,73
