181406_5838,0.671,1476.284,5.529
u,-0.155,1.338,19.006,0.010350,0.071756,0.060759,a1,62
g,-0.091,0.972,18.289,0.005063,0.031228,0.024792,a1,70
r,-0.078,0.628,18.240,0.006120,0.024171,0.019628,a1,70
i,-0.058,0.433,18.210,0.008324,0.014667,0.013270,a3,68
