167326_14879,0.801,1505.781,6.197
g,-0.161,0.266,15.012,0.003723,0.006632,0.003766,c,66
r,-0.134,0.200,14.681,0.003653,0.005551,0.003845,c,64
i,-0.103,0.158,14.514,0.003847,0.004029,0.002043,c,61
z,-0.104,0.152,14.421,0.004413,0.005394,0.002879,c,55
