148623_8072,0.239,6366.857,18.837
g,-0.145,0.156,16.773,0.004033,0.004650,0.002618,c,145
r,-0.142,0.159,16.614,0.005103,0.005200,0.003061,c,148
i,-0.083,0.217,16.549,0.005484,0.005265,0.002787,c,48
