147600_35356,0.266,53577.322,151.348
g,-0.493,1.146,17.395,0.003994,0.043955,0.020929,b3,151
r,-0.490,0.661,17.452,0.003481,0.022792,0.012407,b3,144
i,-0.471,0.359,17.254,0.007503,0.023917,0.011929,b3,62
