146058_149016,0.538,16794.845,36.274
g,0.490,1.269,15.657,0.001337,0.026396,0.013900,a1,41
r,-0.500,0.846,15.524,0.001215,0.009858,0.006861,a1,182
i,-0.500,0.670,15.423,0.003300,0.020867,0.011892,a1,49
z,-0.488,0.597,15.352,0.001190,0.007200,0.004292,b1,194
