147092_111487,0.561,3492.692,11.720
g,-0.377,0.750,18.015,0.002071,0.016686,0.007709,b2,116
r,-0.371,0.521,17.961,0.001468,0.008727,0.004144,b2,110
i,-0.444,0.435,17.879,0.005289,0.012265,0.009698,a3,36
z,-0.445,0.381,17.842,0.009364,0.021480,0.017599,a2,39
