148116_147297,0.576,118000.141,519.824
g,0.389,1.256,14.614,0.001211,0.010477,0.007838,a2,109
r,0.433,0.785,14.738,0.001710,0.008154,0.006168,b1,61
i,0.404,0.564,14.695,0.010114,0.064596,0.041514,b2,30
z,0.423,0.463,14.662,0.017599,0.084845,0.056381,a2,30
