169663_44767,0.612,3135.196,18.123
g,0.127,0.719,14.374,0.004539,0.028911,0.021363,a3,43
r,0.141,0.472,14.233,0.004000,0.018785,0.011801,b1,44
i,0.164,0.356,14.113,0.005121,0.013507,0.008734,b3,43
z,0.165,0.320,14.044,0.007077,0.015279,0.009275,b3,46
