95302_16871,0.352,13188.877,72.070
u,-0.285,1.321,15.354,0.005553,0.057826,0.046371,b3,34
g,-0.303,1.182,14.530,0.006166,0.059328,0.044139,b1,39
r,-0.306,0.796,14.666,0.004380,0.031072,0.020640,a2,34
i,-0.303,0.615,14.714,0.005534,0.031961,0.022941,a2,37
z,-0.297,0.564,14.695,0.008311,0.035741,0.025263,b3,42
