143493_250403,0.502,56338.562,168.175
g,0.140,1.385,14.988,0.005618,0.089412,0.058413,a1,86
r,0.151,0.898,15.050,0.003784,0.030252,0.020180,a3,105
i,0.159,0.736,15.002,0.005074,0.024914,0.017098,b3,68
z,0.172,0.736,14.865,0.004557,0.023775,0.015968,b3,79
