149138_108667,0.604,5781.618,19.337
g,0.133,0.867,17.716,0.002707,0.024792,0.016142,a2,123
r,0.147,0.512,17.702,0.004188,0.009483,0.007194,a2,108
i,0.184,0.626,17.461,0.005442,0.075023,0.055526,b1,34
z,0.156,0.527,17.528,0.012305,0.071914,0.054805,a2,37
