146575_111167,0.554,18738.405,55.769
g,0.425,0.765,17.765,0.002825,0.022852,0.011318,b2,146
r,0.438,0.688,17.567,0.003647,0.027152,0.012047,b3,143
i,0.376,0.295,17.515,0.009703,0.020650,0.009349,c,50
