167863_26731,0.662,1080.955,4.561
g,0.043,1.082,16.515,0.002086,0.012191,0.009328,a1,58
r,0.051,0.682,16.453,0.002473,0.008604,0.006261,a2,67
i,0.064,0.582,16.302,0.002298,0.017382,0.012661,b1,62
z,0.118,0.485,16.269,0.005060,0.012949,0.007926,b3,53
