3.281547063670586795e-02,-1.087769523578074882e-02,3.370000000000000166e-03
3.791815890872385353e-02,-9.776952357807289218e-04,3.313000000000000406e-03
3.963615311658941209e-02,-5.477695235779123095e-03,3.162000000000000314e-03
7.004909442912321538e-02,5.172230476422079448e-02,2.154000000000000099e-03
1.494354435853892937e-01,1.814223047642204989e-01,4.638000000000000629e-03
1.647730158292688429e-01,8.612230476422055858e-02,2.685000000000000320e-03
1.722087344678584486e-01,9.852230476422008110e-02,2.655999999999999941e-03
1.736209151567891240e-01,1.015223047642201948e-01,3.500000000000000073e-03
1.786800098052481189e-01,1.090223047642204790e-01,3.757999999999999622e-03
1.803764084470458329e-01,1.069223047642200441e-01,3.484000000000000551e-03
1.832303124974714592e-01,1.019223047642192626e-01,2.773999999999999990e-03
1.843369316775351763e-01,1.067223047642205103e-01,3.846000000000000026e-03
1.861815215233946219e-01,1.092223047642200129e-01,3.638999999999999874e-03
1.869038004515459761e-01,1.075223047642204222e-01,2.714999999999999965e-03
1.912925586802884936e-01,1.120223047642205927e-01,3.479999999999999587e-03
1.930202499352162704e-01,1.113223047642204477e-01,3.350999999999999812e-03
2.272052486805478111e-01,1.263223047642210162e-01,2.812000000000000263e-03
2.327395473839715123e-01,1.278223047642192967e-01,2.707999999999999904e-03
2.550354116247035563e-01,1.399223047642195183e-01,4.504000000000000191e-03
2.603368071577278897e-01,1.389223047642200726e-01,4.429999999999999910e-03
2.655654738191515207e-01,1.490223047642196263e-01,4.235000000000000049e-03
2.708310368907405064e-01,1.516223047642206723e-01,4.329999999999999648e-03
2.864332167664542794e-01,1.813223047642207320e-01,3.706000000000000093e-03
3.666868428554153070e-01,2.415223047642189869e-01,2.285000000000000139e-03
3.980890757520683110e-01,2.316223047642207433e-01,2.050000000000000173e-03
4.122546066355425864e-01,2.486223047642202033e-01,3.461000000000000101e-03
4.139664047397673130e-01,2.474223047642194473e-01,2.141000000000000108e-03
4.199562873691320419e-01,2.290223047642196974e-01,1.723999999999999838e-03
4.916302839701529592e-01,2.825223047642193563e-01,3.442999999999999880e-03
5.052410173666430637e-01,3.005223047642200385e-01,4.647999999999999354e-03
5.142352565890178084e-01,2.934223047642188220e-01,3.103999999999999988e-03
5.193409329658607021e-01,2.955223047642210332e-01,3.185000000000000331e-03
5.210401429212652147e-01,3.065223047642202658e-01,3.189999999999999693e-03
5.466293217614293098e-01,2.835223047642205785e-01,6.296000000000000381e-03
5.466294852376449853e-01,3.082223047642198566e-01,3.268999999999999771e-03
5.517658516910159960e-01,3.187223047642202545e-01,3.429999999999999889e-03
5.534567134309327230e-01,3.149223047642184525e-01,3.538000000000000346e-03
5.539078049187082797e-01,3.478223047642199361e-01,4.492999999999999598e-03
5.574066592962481081e-01,3.445223047642205216e-01,4.089999999999999886e-03
6.132469334552297369e-01,3.482223047642190039e-01,3.853000000000000088e-03
6.183649941231124103e-01,3.414223047642206410e-01,3.897999999999999556e-03
6.200870883476454765e-01,3.500223047642183616e-01,3.804000000000000090e-03
6.803215577820083126e-01,3.577223047642217324e-01,2.151999999999999833e-03
7.122701868647709489e-01,3.828223047642200783e-01,3.615999999999999857e-03
7.173763509490527213e-01,3.859223047642199589e-01,3.722999999999999747e-03
7.190605401265202090e-01,3.927223047642183218e-01,3.592000000000000141e-03
7.258192821609554812e-01,4.176223047642206865e-01,4.579999999999999870e-03
7.302217461256077513e-01,3.761223047642214823e-01,1.728999999999999851e-03
7.413814321625977755e-01,4.071223047642202886e-01,1.984000000000000086e-03
7.455093716125702485e-01,3.835223047642184468e-01,1.944000000000000198e-03
7.511730052792700008e-01,4.154223047642187083e-01,2.135999999999999878e-03
7.517964104190468788e-01,3.923223047642192540e-01,2.085000000000000048e-03
