3.458602301543578506e-02,-4.708870806505061068e-02,1.014699999999999977e-02
5.445823664194904268e-02,-8.208870806505075279e-02,8.458000000000000240e-03
7.473302970174700022e-02,-9.198870806505077269e-02,7.171999999999999556e-03
1.567641530709806830e-01,6.421129193494934384e-02,4.167999999999999830e-03
1.736030401370953768e-01,1.084112919349493609e-01,8.401999999999999746e-03
2.094946292927488685e-01,1.772112919349488891e-01,8.439000000000000321e-03
2.203540398040786386e-01,1.663112919349476471e-01,6.347000000000000211e-03
2.217200394370593131e-01,2.331112919349482837e-01,8.556999999999998635e-03
2.724097031168639660e-01,2.735112919349482752e-01,9.374999999999999653e-03
2.757693094026762992e-01,4.795112919349477920e-01,5.629000000000000323e-03
3.215166945592500269e-01,2.784112919349492898e-01,7.053000000000000241e-03
3.487521493807435036e-01,3.536112919349481132e-01,9.301000000000000240e-03
3.742493021709378809e-01,3.721112919349476300e-01,6.845000000000000390e-03
3.754900412459392101e-01,3.761112919349489658e-01,7.137999999999999380e-03
3.767649311630520970e-01,3.785112919349487015e-01,7.501000000000000723e-03
3.787477852893061936e-01,4.141112919349492216e-01,1.009599999999999907e-02
3.938336298742797226e-01,3.994112919349479540e-01,3.936000000000000262e-03
3.948295045120175928e-01,3.850112919349477636e-01,4.264000000000000429e-03
4.032126914535183460e-01,4.048112919349478034e-01,4.085000000000000089e-03
4.146859710162971169e-01,4.209112919349493609e-01,8.135999999999999135e-03
4.228750751353800297e-01,3.811112919349479711e-01,7.751000000000000945e-03
4.527187228086404502e-01,4.119112919349472435e-01,5.653000000000000039e-03
5.083557573962025344e-01,4.839112919349481956e-01,8.852999999999999758e-03
5.241836812056135386e-01,4.774112919349491335e-01,7.511000000000000315e-03
5.517321041261311620e-01,5.662112919349482354e-01,4.847999999999999879e-03
5.580652714124880731e-01,5.062112919349477380e-01,5.799000000000000335e-03
5.737668836663942784e-01,5.077112919349477949e-01,8.670999999999999888e-03
5.811977790435776114e-01,5.506112919349490653e-01,9.795999999999999153e-03
6.068283955391962081e-01,5.407112919349490454e-01,9.359000000000000999e-03
6.071243108890485018e-01,5.664112919349477693e-01,9.423000000000000820e-03
6.704135477775707841e-01,5.114112919349480535e-01,5.538000000000000388e-03
6.910438745690044016e-01,5.638112919349484997e-01,9.669999999999999776e-03
7.236380253452807665e-01,5.998112919349480876e-01,8.158000000000000321e-03
7.444129371724557132e-01,5.626112919349477437e-01,4.924999999999999691e-03
7.595712895854376256e-01,6.129112919349495314e-01,8.349999999999999784e-03
7.879534599051112309e-01,2.020112919349479341e-01,3.213999999999999843e-03
7.946810973662650213e-01,5.636112919349489658e-01,2.720999999999999894e-03
7.961638169217621908e-01,2.190112919349491705e-01,2.897999999999999968e-03
7.985660969279706478e-01,5.559112919349491477e-01,3.200999999999999852e-03
8.168316878436598927e-01,6.136112919349479000e-01,9.077999999999999264e-03
8.238630138075677678e-01,1.897112919349481786e-01,2.151800000000000240e-02
8.540621335559990257e-01,6.465112919349493836e-01,9.390000000000000777e-03
8.751215807860717177e-01,6.398112919349472349e-01,1.009499999999999981e-02
9.134610511537175626e-01,5.863112919349475760e-01,7.827999999999999889e-03
9.309109822497703135e-01,5.133112919349489545e-01,8.680000000000000215e-03
9.365114822285249829e-01,1.679112919349492472e-01,4.581000000000000003e-03
9.396223370858933777e-01,2.205112919349492273e-01,5.335000000000000332e-03
9.622566048637963831e-01,4.560112919349492699e-01,8.904000000000000456e-03
9.937041073571890593e-01,2.721112919349479853e-01,6.836000000000000063e-03
1.034586023015435785e+00,-4.708870806505061068e-02,1.014699999999999977e-02
