4.078787959588225931e-02,1.721030709123851921e-01,1.871699999999999753e-02
9.183321581804193556e-02,7.356030709123864142e-01,1.305699999999999916e-02
1.682295935752335936e-01,3.446030709123846236e-01,2.660000000000000038e-03
1.799098107148893178e-01,4.088030709123842144e-01,1.255199999999999892e-02
2.113511878123972565e-01,1.790307091238574344e-02,8.139000000000000401e-03
2.512337744119577110e-01,-4.879969290876147170e-01,1.170799999999999966e-02
2.610950052912812680e-01,1.767030709123851295e-01,4.303999999999999666e-03
2.721516071178484708e-01,-5.883969290876152058e-01,1.007900000000000115e-02
2.914003596815746278e-01,-5.861969290876150041e-01,9.303000000000000505e-03
3.362088188587222248e-01,-4.820969290876160329e-01,5.588000000000000085e-03
3.752198902657255530e-01,3.867030709123859822e-01,5.739999999999999443e-03
3.902577151893638074e-01,-2.647969290876144299e-01,9.618999999999999079e-03
4.271494694112334400e-01,-6.359692908761438446e-02,1.226999999999999966e-02
4.393828961183317006e-01,6.320307091238674957e-02,1.179800000000000119e-02
4.543142118200194091e-01,4.454030709123841802e-01,2.356000000000000021e-03
4.556650994054507464e-01,6.124030709123857719e-01,5.190999999999999434e-03
4.721833862422499806e-01,5.948030709123841575e-01,6.200999999999999915e-03
4.890802658628672361e-01,1.409030709123868519e-01,1.503700000000000002e-02
5.252536543994210660e-01,2.783030709123863744e-01,3.781000000000000073e-03
5.312328691652510315e-01,5.281030709123868405e-01,2.831999999999999882e-03
5.382080056879203767e-01,1.709030709123879888e-01,7.964999999999999858e-03
5.644947767141275108e-01,3.510030709123839188e-01,1.553300000000000167e-02
5.656812557717785239e-01,6.787030709123840211e-01,3.457999999999999702e-03
5.700021310185547918e-01,3.871030709123850500e-01,2.897999999999999968e-03
5.784756348584778607e-01,3.912030709123861527e-01,7.321999999999999516e-03
5.807930101582314819e-01,3.779030709123851750e-01,6.934000000000000059e-03
5.831239849212579429e-01,3.844030709123842371e-01,6.719000000000000146e-03
5.964331172581296414e-01,4.552030709123862096e-01,1.493600000000000136e-02
6.048724809370469302e-01,4.246030709123864710e-01,3.943000000000000324e-03
6.323629757098387927e-01,4.770030709123851409e-01,1.163600000000000051e-02
7.249739406688604504e-01,5.821030709123853342e-01,1.246399999999999939e-02
7.681532371498178691e-01,5.662030709123868633e-01,4.503000000000000058e-03
7.904542395262978971e-01,5.454030709123856013e-01,1.138700000000000129e-02
7.979289621289353818e-01,6.762030709123862948e-01,1.685299999999999992e-02
8.121508488547988236e-01,7.392030709123851295e-01,3.735000000000000039e-03
8.159476637374609709e-01,6.716030709123863573e-01,3.304999999999999778e-03
8.235616287274751812e-01,6.927030709123869201e-01,1.421100000000000141e-02
8.247880908311344683e-01,6.950030709123851125e-01,1.279699999999999935e-02
9.077142656897194684e-01,6.738030709123847828e-01,1.244800000000000073e-02
9.402706167020369321e-01,6.610030709123861925e-01,1.104300000000000073e-02
9.651120724738575518e-01,-3.684969290876143333e-01,5.314000000000000147e-03
9.772514605720061809e-01,7.390030709123855956e-01,1.240899999999999989e-02
9.848306306375889108e-01,1.220307091238481689e-02,6.734999999999999667e-03
9.930567892006365582e-01,5.500307091238454404e-02,7.554000000000000818e-03
1.040787879595882259e+00,1.721030709123851921e-01,1.871699999999999753e-02
1.091833215818041936e+00,7.356030709123864142e-01,1.305699999999999916e-02
1.168229593575233594e+00,3.446030709123846236e-01,2.660000000000000038e-03
1.179909810714889318e+00,4.088030709123842144e-01,1.255199999999999892e-02
1.211351187812397256e+00,1.790307091238574344e-02,8.139000000000000401e-03
